"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Furrowed tongue","HP:0000221","1","0","42","9","1","4958","B9D1"
"HP","Everted lower lip vermilion","HP:0000232","1","0","136","9","1","4958","ANTXR1"
"HP","Thin vermilion border","HP:0000233","1","0","394","9","2","4958","CDK10,ADSL"
"HP","HP root","HP:0000001","1","0","4958","9","9","4958","ACOX1,FLT1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abnormality of the head","HP:0000234","1","0","3259","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abnormality of the anterior fontanelle","HP:0000236","1","0","131","9","1","4958","ANTXR1"
"HP","Hydrocephalus","HP:0000238","1","0","408","9","2","4958","B9D1,CILK1"
"HP","Large fontanelles","HP:0000239","1","0","171","9","1","4958","ANTXR1"
"HP","Abnormality of skull size","HP:0000240","1","0","1580","9","4","4958","B9D1,CDK10,COPB1,ADSL"
"HP","Brachycephaly","HP:0000248","1","0","244","9","3","4958","ACOX1,CDK10,ADSL"
"HP","Microcephaly","HP:0000252","1","0","1306","9","4","4958","B9D1,CDK10,COPB1,ADSL"
"HP","Wide anterior fontanel","HP:0000260","1","0","95","9","1","4958","ANTXR1"
"HP","Dolichocephaly","HP:0000268","1","0","211","9","1","4958","CILK1"
"HP","Delayed cranial suture closure","HP:0000270","1","0","96","9","1","4958","ANTXR1"
"HP","Abnormality of the face","HP:0000271","1","0","2956","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abnormality of the fontanelles or cranial sutures","HP:0000235","1","0","453","9","2","4958","ANTXR1,ADSL"
"HP","Abnormal morphology of female internal genitalia","HP:0000008","1","0","462","9","1","4958","FLT1"
"HP","Narrow chest","HP:0000774","1","0","128","9","1","4958","CILK1"
"HP","Nephrolithiasis","HP:0000787","1","0","146","9","1","4958","ANTXR1"
"HP","Irregular menstruation","HP:0000858","1","0","62","9","1","4958","ANTXR1"
"HP","Oligozoospermia","HP:0000798","1","0","55","9","1","4958","ANTXR1"
"HP","Age of death","HP:0011420","1","0","454","9","1","4958","ACOX1"
"HP","Abnormal central motor function","HP:0011442","1","0","1980","9","6","4958","ACOX1,B9D1,CDK10,COPB1,ADSL,CILK1"
"HP","Abnormality of coordination","HP:0011443","1","0","1177","9","3","4958","ACOX1,B9D1,ADSL"
"HP","Abnormality of mental function","HP:0011446","1","0","3124","9","9","4958","ACOX1,FLT1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abdominal symptom","HP:0011458","1","0","1909","9","3","4958","FLT1,CHRND,B9D1"
"HP","Fetal onset","HP:0011461","1","0","180","9","1","4958","B9D1"
"HP","Childhood onset","HP:0011463","1","0","817","9","1","4958","CILK1"
"HP","Abnormality of corneal thickness","HP:0011486","1","0","123","9","1","4958","ANTXR1"
"HP","Abnormality of binocular vision","HP:0011514","1","0","90","9","1","4958","CHRND"
"HP","Abnormal spatial orientation of the cardiac segments","HP:0011534","1","0","129","9","1","4958","B9D1"
"HP","Abnormal CNS myelination","HP:0011400","1","0","398","9","2","4958","ACOX1,ADSL"
"HP","Abnormality of joint mobility","HP:0011729","1","0","1315","9","2","4958","CHRND,ANTXR1"
"HP","Neoplasm by anatomical site","HP:0011793","1","0","861","9","1","4958","ANTXR1"
"HP","Abnormality of facial soft tissue","HP:0011799","1","0","508","9","2","4958","CHRND,ANTXR1"
"HP","Midface retrusion","HP:0011800","1","0","286","9","2","4958","ANTXR1,CILK1"
"HP","Abnormal muscle physiology","HP:0011804","1","0","2504","9","7","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL"
"HP","Abnormal skeletal muscle morphology","HP:0011805","1","0","1859","9","5","4958","ACOX1,CHRND,CDK10,ANTXR1,ADSL"
"HP","Cephalocele","HP:0011815","1","0","120","9","1","4958","B9D1"
"HP","Abnormal facial skeleton morphology","HP:0011821","1","0","1346","9","4","4958","CHRND,B9D1,ANTXR1,CILK1"
"HP","Abnormal skeletal morphology","HP:0011842","1","0","3108","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abnormal musculoskeletal physiology","HP:0011843","1","0","1632","9","2","4958","CHRND,ANTXR1"
"HP","Abnormal appendicular skeleton morphology","HP:0011844","1","0","1852","9","7","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,CILK1"
"HP","Abnormal adrenal morphology","HP:0011732","1","0","111","9","1","4958","CILK1"
"HP","Abnormal bone ossification","HP:0011849","1","0","740","9","1","4958","ANTXR1"
"HP","Functional abnormality of the inner ear","HP:0011389","1","0","1046","9","1","4958","ACOX1"
"HP","Abnormal hair quantity","HP:0011362","1","0","855","9","3","4958","CDK10,COPB1,ANTXR1"
"HP","Inflammatory abnormality of the skin","HP:0011123","1","0","488","9","1","4958","CDK10"
"HP","Abnormal skin adnexa morphology","HP:0011138","1","0","1464","9","4","4958","B9D1,CDK10,COPB1,ANTXR1"
"HP","Dialeptic seizure","HP:0011146","1","0","241","9","1","4958","CILK1"
"HP","Interictal epileptiform activity","HP:0011182","1","0","320","9","1","4958","CILK1"
"HP","EEG with generalized epileptiform discharges","HP:0011198","1","0","272","9","1","4958","CILK1"
"HP","Abnormal shape of the occiput","HP:0011217","1","0","114","9","1","4958","ADSL"
"HP","Abnormal shape of the frontal region","HP:0011218","1","0","410","9","3","4958","ACOX1,B9D1,ANTXR1"
"HP","Vascular skin abnormality","HP:0011276","1","0","573","9","1","4958","ANTXR1"
"HP","Abnormality of the urinary system physiology","HP:0011277","1","0","1102","9","1","4958","FLT1"
"HP","Abnormal hindbrain morphology","HP:0011282","1","0","1002","9","3","4958","B9D1,ADSL,CILK1"
"HP","Epidermal thickening","HP:0011368","1","0","369","9","1","4958","COPB1"
"HP","Abnormal metencephalon morphology","HP:0011283","1","0","1002","9","3","4958","B9D1,ADSL,CILK1"
"HP","Abnormal long bone morphology","HP:0011314","1","0","761","9","3","4958","B9D1,ANTXR1,CILK1"
"HP","Abnormality of fontanelles","HP:0011328","1","0","205","9","1","4958","ANTXR1"
"HP","Abnormality of cranial sutures","HP:0011329","1","0","372","9","2","4958","ANTXR1,ADSL"
"HP","Abnormality of mouth size","HP:0011337","1","0","417","9","1","4958","ADSL"
"HP","Abnormality of upper lip vermillion","HP:0011339","1","0","442","9","3","4958","CDK10,ADSL,CILK1"
"HP","Severe global developmental delay","HP:0011344","1","0","220","9","2","4958","ACOX1,ADSL"
"HP","Generalized abnormality of skin","HP:0011354","1","0","1055","9","2","4958","CHRND,ANTXR1"
"HP","Localized skin lesion","HP:0011355","1","0","872","9","3","4958","CDK10,COPB1,ANTXR1"
"HP","Regional abnormality of skin","HP:0011356","1","0","519","9","3","4958","CHRND,CDK10,CILK1"
"HP","Acquired abnormal hair pattern","HP:0011360","1","0","42","9","1","4958","ANTXR1"
"HP","Abnormal digit morphology","HP:0011297","1","0","1510","9","6","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,CILK1"
"HP","Abnormality of skin physiology","HP:0011122","1","0","558","9","1","4958","CDK10"
"HP","Abnormal platelet count","HP:0011873","1","0","438","9","1","4958","FLT1"
"HP","Short digit","HP:0011927","1","0","599","9","2","4958","CHRND,CILK1"
"HP","Pain","HP:0012531","1","0","824","9","1","4958","FLT1"
"HP","Abnormal synaptic transmission","HP:0012535","1","0","122","9","1","4958","CHRND"
"HP","Abnormal involuntary eye movements","HP:0012547","1","0","1092","9","4","4958","ACOX1,B9D1,ANTXR1,ADSL"
"HP","Abnormal nephron morphology","HP:0012575","1","0","260","9","1","4958","ANTXR1"
"HP","Chronic kidney disease","HP:0012622","1","0","192","9","1","4958","FLT1"
"HP","Abnormal nervous system physiology","HP:0012638","1","0","3693","9","9","4958","ACOX1,FLT1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abnormal nervous system morphology","HP:0012639","1","0","2904","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Abnormality of intracranial pressure","HP:0012640","1","0","87","9","1","4958","ANTXR1"
"HP","Abnormal inflammatory response","HP:0012647","1","0","1234","9","1","4958","CDK10"
"HP","Increased inflammatory response","HP:0012649","1","0","1234","9","1","4958","CDK10"
"HP","Hip flexor weakness","HP:0012515","1","0","15","9","1","4958","CHRND"
"HP","Abnormal gastrointestinal tract morphology","HP:0012718","1","0","980","9","1","4958","B9D1"
"HP","Macule","HP:0012733","1","0","227","9","1","4958","COPB1"
"HP","Neurodevelopmental delay","HP:0012758","1","0","2409","9","7","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL"
"HP","Neurodevelopmental abnormality","HP:0012759","1","0","2880","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Orthopnea","HP:0012764","1","0","71","9","1","4958","CHRND"
"HP","Abnormal optic disc morphology","HP:0012795","1","0","739","9","3","4958","ACOX1,B9D1,ANTXR1"
"HP","Clinical modifier","HP:0012823","1","0","3349","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Retinal vascular tortuosity","HP:0012841","1","0","57","9","1","4958","ANTXR1"
"HP","Abnormal male reproductive system physiology","HP:0012874","1","0","352","9","1","4958","ANTXR1"
"HP","Esodeviation","HP:0020045","1","0","225","9","2","4958","B9D1,ANTXR1"
"HP","Abnormal urine protein level","HP:0020129","1","0","254","9","1","4958","FLT1"
"HP","Functional abnormality of the gastrointestinal tract","HP:0012719","1","0","1202","9","3","4958","ACOX1,FLT1,CHRND"
"HP","Abnormal platelet morphology","HP:0011875","1","0","442","9","1","4958","FLT1"
"HP","Eclabion","HP:0012472","1","0","168","9","1","4958","ANTXR1"
"HP","Abnormal myelination","HP:0012447","1","0","606","9","2","4958","ACOX1,ADSL"
"HP","Feeding difficulties","HP:0011968","1","0","1134","9","2","4958","CHRND,B9D1"
"HP","Abnormal atrial septum morphology","HP:0011994","1","0","521","9","1","4958","CDK10"
"HP","Abnormal pancreas morphology","HP:0012090","1","0","106","9","1","4958","B9D1"
"HP","Abnormal circulating creatinine concentration","HP:0012100","1","0","54","9","1","4958","FLT1"
"HP","Craniofacial dystonia","HP:0012179","1","0","115","9","1","4958","CDK10"
"HP","Abnormal renal morphology","HP:0012210","1","0","1116","9","3","4958","B9D1,ANTXR1,CILK1"
"HP","Abnormal renal physiology","HP:0012211","1","0","707","9","1","4958","FLT1"
"HP","Abnormal reproductive system morphology","HP:0012243","1","0","1424","9","3","4958","FLT1,B9D1,CILK1"
"HP","Abnormal sex determination","HP:0012244","1","0","21","9","1","4958","CILK1"
"HP","Sex reversal","HP:0012245","1","0","14","9","1","4958","CILK1"
"HP","Thick vermilion border","HP:0012471","1","0","273","9","3","4958","B9D1,ANTXR1,CILK1"
"HP","Abnormal respiratory system morphology","HP:0012252","1","0","1425","9","3","4958","FLT1,CHRND,CILK1"
"HP","Abnormal autonomic nervous system morphology","HP:0012331","1","0","152","9","1","4958","B9D1"
"HP","Abnormal autonomic nervous system physiology","HP:0012332","1","0","131","9","1","4958","ACOX1"
"HP","Abnormal homeostasis","HP:0012337","1","0","1723","9","3","4958","FLT1,CHRND,ANTXR1"
"HP","Abnormal eye morphology","HP:0012372","1","0","2472","9","7","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,CILK1"
"HP","Abnormal eye physiology","HP:0012373","1","0","2473","9","7","4958","ACOX1,FLT1,CHRND,B9D1,ANTXR1,ADSL,CILK1"
"HP","Abnormal circulating enzyme concentration or activity","HP:0012379","1","0","627","9","2","4958","ACOX1,FLT1"
"HP","Hyporeflexia of upper limbs","HP:0012391","1","0","8","9","1","4958","ACOX1"
"HP","Abnormal social behavior","HP:0012433","1","0","165","9","1","4958","ADSL"
"HP","Abnormal brain morphology","HP:0012443","1","0","2601","9","7","4958","ACOX1,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Brain atrophy","HP:0012444","1","0","775","9","2","4958","COPB1,ADSL"
"HP","Abnormal occipital bone morphology","HP:0012294","1","0","116","9","1","4958","ADSL"
"HP","Reflex seizure","HP:0020207","1","0","22","9","1","4958","CILK1"
"HP","Abnormal skin morphology","HP:0011121","1","0","1928","9","5","4958","CHRND,CDK10,COPB1,ANTXR1,CILK1"
"HP","Abnormality of fluid regulation","HP:0011032","1","0","761","9","3","4958","FLT1,CHRND,ANTXR1"
"HP","Bilateral sensorineural hearing impairment","HP:0008619","1","0","79","9","1","4958","ACOX1"
"HP","Abnormal spermatogenesis","HP:0008669","1","0","171","9","1","4958","ANTXR1"
"HP","Hypoplasia of penis","HP:0008736","1","0","404","9","1","4958","CILK1"
"HP","Laryngeal hypoplasia","HP:0008749","1","0","9","9","1","4958","CILK1"
"HP","No social interaction","HP:0008763","1","0","6","9","1","4958","ACOX1"
"HP","Feeding difficulties in infancy","HP:0008872","1","0","580","9","2","4958","CHRND,B9D1"
"HP","Postnatal growth retardation","HP:0008897","1","0","242","9","1","4958","CDK10"
"HP","Axial hypotonia","HP:0008936","1","0","319","9","1","4958","B9D1"
"HP","Proximal muscle weakness in upper limbs","HP:0008997","1","0","61","9","1","4958","CHRND"
"HP","Weakness of the intrinsic hand muscles","HP:0009005","1","0","24","9","1","4958","CHRND"
"HP","Puberty and gonadal disorders","HP:0008373","1","0","648","9","1","4958","ANTXR1"
"HP","Weakness of long finger extensor muscles","HP:0009077","1","0","20","9","1","4958","CHRND"
"HP","Aplasia/hypoplasia involving the skeleton","HP:0009115","1","0","1204","9","5","4958","CHRND,B9D1,CDK10,ANTXR1,CILK1"
"HP","Aplasia/Hypoplasia involving bones of the skull","HP:0009116","1","0","831","9","4","4958","CHRND,B9D1,ANTXR1,CILK1"
"HP","Aplasia/Hypoplasia of the mandible","HP:0009118","1","0","822","9","4","4958","CHRND,B9D1,ANTXR1,CILK1"
"HP","Abnormal axial skeleton morphology","HP:0009121","1","0","2651","9","8","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ANTXR1,ADSL,CILK1"
"HP","Aplasia/hypoplasia affecting bones of the axial skeleton","HP:0009122","1","0","935","9","4","4958","CHRND,B9D1,ANTXR1,CILK1"
"HP","Abnormality of the musculature of the limbs","HP:0009127","1","0","630","9","2","4958","ACOX1,CHRND"
"HP","Duplication involving bones of the feet","HP:0009136","1","0","136","9","1","4958","B9D1"
"HP","Duplication of bones involving the upper extremities","HP:0009142","1","0","228","9","2","4958","ACOX1,B9D1"
"HP","Short finger","HP:0009381","1","0","312","9","1","4958","CHRND"
"HP","Radial deviation of finger","HP:0009466","1","0","58","9","1","4958","CILK1"
"HP","Median cleft palate","HP:0009099","1","0","26","9","1","4958","CILK1"
"HP","Deviation of the hand or of fingers of the hand","HP:0009484","1","0","544","9","1","4958","CILK1"
"HP","Abnormal light- and dark-adapted electroretinogram","HP:0008323","1","0","39","9","1","4958","ACOX1"
"HP","Sparse hair","HP:0008070","1","0","377","9","1","4958","ANTXR1"
"HP","Aplasia/Hypoplasia of the cerebrum","HP:0007364","1","0","1555","9","5","4958","B9D1,CDK10,COPB1,ADSL,CILK1"
"HP","Atrophy/Degeneration affecting the central nervous system","HP:0007367","1","0","859","9","2","4958","COPB1,ADSL"
"HP","Atrophy/Degeneration affecting the cerebrum","HP:0007369","1","0","687","9","1","4958","ADSL"
"HP","Aplasia/Hypoplasia of the corpus callosum","HP:0007370","1","0","756","9","3","4958","B9D1,CDK10,CILK1"
"HP","Abnormal septum pellucidum morphology","HP:0007375","1","0","106","9","1","4958","CILK1"
"HP","Prominent superficial blood vessels","HP:0007394","1","0","36","9","1","4958","ANTXR1"
"HP","Irregular hyperpigmentation","HP:0007400","1","0","231","9","1","4958","COPB1"
"HP","Nevus flammeus of the forehead","HP:0007413","1","0","8","9","1","4958","CDK10"
"HP","Abnormal dermatoglyphics","HP:0007477","1","0","306","9","2","4958","CDK10,CILK1"
"HP","Prematurely aged appearance","HP:0007495","1","0","173","9","1","4958","ANTXR1"
"HP","Very long chain fatty acid accumulation","HP:0008167","1","0","18","9","1","4958","ACOX1"
"HP","Ocular anterior segment dysgenesis","HP:0007700","1","0","322","9","1","4958","B9D1"
"HP","Corneal opacity","HP:0007957","1","0","279","9","1","4958","B9D1"
"HP","Abnormal retinal vascular morphology","HP:0008046","1","0","261","9","1","4958","ANTXR1"
"HP","Abnormality of the vasculature of the eye","HP:0008047","1","0","385","9","1","4958","ANTXR1"
"HP","Abnormality of the palpebral fissures","HP:0008050","1","0","850","9","2","4958","CDK10,COPB1"
"HP","Aplasia/Hypoplasia of the iris","HP:0008053","1","0","129","9","1","4958","B9D1"
"HP","Aplasia/Hypoplasia affecting the uvea","HP:0008055","1","0","129","9","1","4958","B9D1"
"HP","Aplasia/Hypoplasia affecting the eye","HP:0008056","1","0","475","9","1","4958","B9D1"
"HP","Aplasia/Hypoplasia affecting the anterior segment of the eye","HP:0008062","1","0","140","9","1","4958","B9D1"
"HP","Aplasia/Hypoplasia of the skin","HP:0008065","1","0","195","9","1","4958","COPB1"
"HP","Abnormally lax or hyperextensible skin","HP:0008067","1","0","177","9","1","4958","ANTXR1"
"HP","Abnormality of retinal pigmentation","HP:0007703","1","0","326","9","1","4958","ACOX1"
"HP","Abnormal nasal dorsum morphology","HP:0011119","1","0","249","9","2","4958","CHRND,B9D1"
"HP","Radial deviation of the hand or of fingers of the hand","HP:0009485","1","0","69","9","1","4958","CILK1"
"HP","Abnormality of thumb phalanx","HP:0009602","1","0","198","9","1","4958","CILK1"
"HP","Abnormal elasticity of skin","HP:0010647","1","0","235","9","2","4958","COPB1,ANTXR1"
"HP","Abnormal curvature of the vertebral column","HP:0010674","1","0","1176","9","4","4958","CHRND,B9D1,COPB1,ANTXR1"
"HP","Abnormal hair pattern","HP:0010720","1","0","354","9","1","4958","ANTXR1"
"HP","Sacrococcygeal pilonidal abnormality","HP:0010767","1","0","116","9","1","4958","CDK10"
"HP","Skin dimple","HP:0010781","1","0","122","9","1","4958","CDK10"
"HP","Abnormal seventh cranial physiology","HP:0010827","1","0","188","9","2","4958","CHRND,ANTXR1"
"HP","EEG with spike-wave complexes","HP:0010850","1","0","94","9","1","4958","CILK1"
"HP","Intellectual disability, severe","HP:0010864","1","0","361","9","2","4958","ACOX1,COPB1"
"HP","Abdominal wall defect","HP:0010866","1","0","496","9","1","4958","ANTXR1"
"HP","Abnormality of the upper urinary tract","HP:0010935","1","0","1442","9","4","4958","FLT1,B9D1,ANTXR1,CILK1"
"HP","Facial palsy","HP:0010628","1","0","187","9","2","4958","CHRND,ANTXR1"
"HP","Abnormality of the lower urinary tract","HP:0010936","1","0","849","9","3","4958","B9D1,COPB1,CILK1"
"HP","Abnormal renal pelvis morphology","HP:0010944","1","0","285","9","1","4958","B9D1"
"HP","Dilatation of the renal pelvis","HP:0010946","1","0","275","9","1","4958","B9D1"
"HP","Abnormal fourth ventricle morphology","HP:0010950","1","0","159","9","1","4958","B9D1"
"HP","Abnormality of immune system physiology","HP:0010978","1","0","1746","9","3","4958","FLT1,CHRND,CDK10"
"HP","Abnormal cerebral subcortex morphology","HP:0010993","1","0","1169","9","5","4958","ACOX1,B9D1,CDK10,ADSL,CILK1"
"HP","Abnormal systemic arterial morphology","HP:0011004","1","0","531","9","1","4958","ANTXR1"
"HP","Abnormal morphology of the musculature of the neck","HP:0011006","1","0","84","9","1","4958","CDK10"
"HP","Abnormal glucose homeostasis","HP:0011014","1","0","694","9","1","4958","FLT1"
"HP","Abnormality of the gastrointestinal tract","HP:0011024","1","0","1738","9","4","4958","ACOX1,FLT1,CHRND,B9D1"
"HP","Abnormal cardiovascular system physiology","HP:0011025","1","0","1415","9","1","4958","FLT1"
"HP","Abnormal external nose morphology","HP:0010938","1","0","883","9","6","4958","CHRND,B9D1,CDK10,ANTXR1,ADSL,CILK1"
"HP","Ulnar deviation of the hand","HP:0009487","1","0","31","9","1","4958","CILK1"
"HP","Skin tags","HP:0010609","1","0","87","9","1","4958","ANTXR1"
"HP","Aplasia/Hypoplasia of the Epiglottis","HP:0010565","1","0","13","9","1","4958","CILK1"
"HP","Deviation of the thumb","HP:0009603","1","0","49","9","1","4958","CILK1"
"HP","Abnormality of the distal phalanx of the thumb","HP:0009617","1","0","31","9","1","4958","CILK1"
"HP","Ankyloblepharon","HP:0009755","1","0","16","9","1","4958","CILK1"
"HP","Supernumerary spleens","HP:0009799","1","0","99","9","1","4958","B9D1"
"HP","Tooth agenesis","HP:0009804","1","0","357","9","1","4958","ACOX1"
"HP","Aplasia/hypoplasia of the extremities","HP:0009815","1","0","703","9","4","4958","CHRND,B9D1,CDK10,CILK1"
"HP","Limb undergrowth","HP:0009826","1","0","242","9","2","4958","B9D1,CILK1"
"HP","Peripheral neuropathy","HP:0009830","1","0","468","9","1","4958","ACOX1"
"HP","Underdeveloped supraorbital ridges","HP:0009891","1","0","61","9","1","4958","ANTXR1"
"HP","Thick nasal alae","HP:0009928","1","0","39","9","1","4958","ANTXR1"
"HP","Intracranial cystic lesion","HP:0010576","1","0","205","9","1","4958","B9D1"
"HP","Duplication of phalanx of hand","HP:0009997","1","0","227","9","2","4958","ACOX1,B9D1"
"HP","Aplasia/Hypoplasia of the breasts","HP:0010311","1","0","72","9","1","4958","ANTXR1"
"HP","Abnormal fifth toe morphology","HP:0010322","1","0","91","9","1","4958","B9D1"
"HP","Polydactyly","HP:0010442","1","0","264","9","3","4958","ACOX1,B9D1,CILK1"
"HP","Aplasia/Hypoplasia of the spleen","HP:0010451","1","0","97","9","1","4958","B9D1"
"HP","True hermaphroditism","HP:0010459","1","0","21","9","1","4958","B9D1"
"HP","Abnormality of the female genitalia","HP:0010460","1","0","555","9","1","4958","FLT1"
"HP","Abnormality of the male genitalia","HP:0010461","1","0","1197","9","2","4958","B9D1,CILK1"
"HP","Abnormality of the palmar creases","HP:0010490","1","0","249","9","2","4958","CDK10,CILK1"
"HP","Fibular bowing","HP:0010502","1","0","12","9","1","4958","CILK1"
"HP","Weakness due to upper motor neuron dysfunction","HP:0010549","1","0","506","9","1","4958","ADSL"
"HP","Aplasia/Hypoplasia of the tongue","HP:0010295","1","0","38","9","1","4958","B9D1"
"HP","Aplasia/Hypoplasia of the cerebellum","HP:0007360","1","0","527","9","2","4958","B9D1,CILK1"
"HP","Visually-induced seizure","HP:0020216","1","0","18","9","1","4958","CILK1"
"HP","Abnormal vascular morphology","HP:0025015","1","0","1138","9","1","4958","ANTXR1"
"HP","Decreased corneal thickness","HP:0100689","1","0","118","9","1","4958","ANTXR1"
"HP","Abnormality of the curvature of the cornea","HP:0100691","1","0","335","9","1","4958","ANTXR1"
"HP","Increased corneal curvature","HP:0100692","1","0","117","9","1","4958","ANTXR1"
"HP","Abnormal thoracic spine morphology","HP:0100711","1","0","111","9","1","4958","CHRND"
"HP","Self-injurious behavior","HP:0100716","1","0","198","9","1","4958","ADSL"
"HP","Large face","HP:0100729","1","0","275","9","1","4958","B9D1"
"HP","Pancreatic fibrosis","HP:0100732","1","0","22","9","1","4958","B9D1"
"HP","Vascular neoplasm","HP:0100742","1","0","154","9","1","4958","ANTXR1"
"HP","Abnormality of the lymphatic system","HP:0100763","1","0","769","9","1","4958","B9D1"
"HP","Abnormal placenta morphology","HP:0100767","1","0","37","9","1","4958","FLT1"
"HP","Lack of skin elasticity","HP:0100679","1","0","59","9","1","4958","COPB1"
"HP","Hernia","HP:0100790","1","0","576","9","1","4958","ANTXR1"
"HP","Aplasia/Hypoplasia of the eyebrow","HP:0100840","1","0","208","9","1","4958","ANTXR1"
"HP","Abnormal emotion","HP:0100851","1","0","680","9","1","4958","ACOX1"
"HP","Aplasia of the musculature","HP:0100854","1","0","11","9","1","4958","CHRND"
"HP","Abnormal palm morphology","HP:0100871","1","0","491","9","2","4958","CDK10,CILK1"
"HP","Abnormality of globe location","HP:0100886","1","0","1081","9","6","4958","ACOX1,CHRND,B9D1,CDK10,ANTXR1,CILK1"
"HP","Abnormality of globe size","HP:0100887","1","0","310","9","1","4958","B9D1"
"HP","Slanting of the palpebral fissure","HP:0200006","1","0","712","9","2","4958","CDK10,COPB1"
"HP","Epidermoid cyst","HP:0200040","1","0","16","9","1","4958","ANTXR1"
"HP","Small hand","HP:0200055","1","0","113","9","1","4958","CDK10"
"HP","Sparse or absent eyelashes","HP:0200102","1","0","93","9","1","4958","ANTXR1"
"HP","Long fingers","HP:0100807","1","0","297","9","1","4958","COPB1"
"HP","Abnormality of the peripheral nervous system","HP:0410008","1","0","457","9","2","4958","ACOX1,B9D1"
"HP","Abnormal cerebral vascular morphology","HP:0100659","1","0","345","9","1","4958","ANTXR1"
"HP","Displacement of the urethral meatus","HP:0100627","1","0","381","9","1","4958","CILK1"
"HP","Abnormal morphology of the olfactory bulb","HP:0040327","1","0","36","9","1","4958","CILK1"
"HP","Neural tube defect","HP:0045005","1","0","305","9","1","4958","B9D1"
"HP","Abnormality of jaw muscles","HP:0045037","1","0","31","9","1","4958","CHRND"
"HP","Aplasia/hypoplasia involving bones of the extremities","HP:0045060","1","0","657","9","2","4958","CHRND,CDK10"
"HP","Sparse eyebrow","HP:0045075","1","0","143","9","1","4958","ANTXR1"
"HP","Abnormality of body mass index","HP:0045081","1","0","29","9","1","4958","FLT1"
"HP","Abnormal cervical spine morphology","HP:0046508","1","0","21","9","1","4958","CHRND"
"HP","Abnormality of movement","HP:0100022","1","0","2036","9","7","4958","ACOX1,CHRND,B9D1,CDK10,COPB1,ADSL,CILK1"
"HP","Synostosis of joints","HP:0100240","1","0","198","9","1","4958","CHRND"
"HP","Preaxial polydactyly","HP:0100258","1","0","82","9","2","4958","B9D1,CILK1"
"HP","Type I diabetes mellitus","HP:0100651","1","0","60","9","1","4958","FLT1"
"HP","Postaxial polydactyly","HP:0100259","1","0","143","9","2","4958","B9D1,CILK1"
"HP","EMG: impaired neuromuscular transmission","HP:0100285","1","0","35","9","1","4958","CHRND"
"HP","Non-midline cleft of the upper lip","HP:0100335","1","0","43","9","1","4958","CILK1"
"HP","Bilateral cleft lip","HP:0100336","1","0","20","9","1","4958","CILK1"
"HP","Abnormality of the supraorbital ridges","HP:0100538","1","0","110","9","1","4958","ANTXR1"
"HP","Periorbital edema","HP:0100539","1","0","109","9","1","4958","ANTXR1"
"HP","Palpebral edema","HP:0100540","1","0","41","9","1","4958","ANTXR1"
"HP","Abnormal forebrain morphology","HP:0100547","1","0","2058","9","6","4958","ACOX1,B9D1,CDK10,COPB1,ADSL,CILK1"
"HP","Pulmonary edema","HP:0100598","1","0","27","9","1","4958","FLT1"
"HP","Dysmenorrhea","HP:0100607","1","0","14","9","1","4958","ANTXR1"
"HP","Enlarged thorax","HP:0100625","1","0","64","9","1","4958","CILK1"
"HP","Abnormal tendon morphology","HP:0100261","1","0","849","9","1","4958","CHRND"
"HP","Abnormal skin morphology of the palm","HP:0040211","1","0","394","9","2","4958","CDK10,CILK1"
"HP","Abnormality of masticatory muscle","HP:0410011","1","0","27","9","1","4958","CHRND"
"HP","Cleft lip","HP:0410030","1","0","219","9","1","4958","CILK1"
"HP","Epigastric pain","HP:0410019","1","0","11","9","1","4958","FLT1"
"HP","Abnormal liver morphology","HP:0410042","1","0","870","9","4","4958","ACOX1,FLT1,B9D1,ANTXR1"
"HP","Abnormal neural tube morphology","HP:0410043","1","0","305","9","1","4958","B9D1"
"HP","Pediatric onset","HP:0410280","1","0","1933","9","7","4958","ACOX1,CHRND,B9D1,COPB1,ANTXR1,ADSL,CILK1"
